Date,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Temperature (°C),Wind Speed (m/s),Pressure (Pa)
2021/1/1 12:00 AM,16 °F,12 °F,86 %,E,6 mph,0 mph,29.63 in,0.0 in,Cloudy,-8.88888888888889,2.68224,100338.73569999999
2021/1/2 1:00 AM,18 °F,12 °F,79 %,ESE,5 mph,0 mph,29.62 in,0.0 in,Cloudy,-7.777777777777778,2.2352,100304.8718
2021/1/2 2:00 AM,18 °F,14 °F,86 %,E,7 mph,0 mph,29.57 in,0.0 in,Cloudy,-7.777777777777778,3.12928,100135.5523
2021/1/2 3:00 AM,18 °F,14 °F,86 %,ESE,7 mph,0 mph,29.54 in,0.0 in,Cloudy,-7.777777777777778,3.12928,100033.96059999999
2021/1/2 4:00 AM,18 °F,14 °F,86 %,ESE,6 mph,0 mph,29.51 in,0.0 in,Cloudy,-7.777777777777778,2.68224,99932.3689
2021/1/2 5:00 AM,19 °F,16 °F,86 %,E,9 mph,0 mph,29.45 in,0.0 in,Cloudy,-7.222222222222222,4.02336,99729.18549999999
2021/1/2 6:00 AM,19 °F,16 °F,86 %,E,7 mph,0 mph,29.42 in,0.0 in,Cloudy,-7.222222222222222,3.12928,99627.5938
2021/1/2 7:00 AM,21 °F,14 °F,74 %,ESE,9 mph,0 mph,29.39 in,0.0 in,Light Snow,-6.111111111111111,4.02336,99526.0021
2021/1/2 7:22 AM,21 °F,16 °F,80 %,E,10 mph,0 mph,29.37 in,0.0 in,Cloudy,-6.111111111111111,4.4704,99458.2743
2021/1/2 8:00 AM,21 °F,16 °F,80 %,E,9 mph,0 mph,29.36 in,0.0 in,Cloudy,-6.111111111111111,4.02336,99424.4104
2021/1/2 9:00 AM,21 °F,16 °F,80 %,E,8 mph,0 mph,29.36 in,0.0 in,Cloudy,-6.111111111111111,3.57632,99424.4104
2021/1/2 9:06 AM,21 °F,16 °F,80 %,E,10 mph,0 mph,29.36 in,0.0 in,Light Snow,-6.111111111111111,4.4704,99424.4104
2021/1/2 9:38 AM,21 °F,18 °F,86 %,E,13 mph,0 mph,29.36 in,0.0 in,Light Snow,-6.111111111111111,5.81152,99424.4104
2021/1/2 10:00 AM,21 °F,18 °F,86 %,E,17 mph,0 mph,29.35 in,0.0 in,Light Snow,-6.111111111111111,7.59968,99390.5465
2021/1/2 10:34 AM,21 °F,19 °F,93 %,E,14 mph,0 mph,29.34 in,0.0 in,Light Snow,-6.111111111111111,6.25856,99356.6826
2021/1/2 11:00 AM,21 °F,19 °F,93 %,E,14 mph,0 mph,29.34 in,0.0 in,Light Snow,-6.111111111111111,6.25856,99356.6826
2021/1/2 12:00 PM,21 °F,19 °F,93 %,E,12 mph,0 mph,29.32 in,0.0 in,Light Snow,-6.111111111111111,5.36448,99288.95479999999
2021/1/2 1:00 PM,21 °F,19 °F,93 %,E,13 mph,0 mph,29.30 in,0.0 in,Light Snow,-6.111111111111111,5.81152,99221.227
2021/1/2 2:00 PM,21 °F,19 °F,93 %,E,10 mph,0 mph,29.30 in,0.0 in,Light Snow,-6.111111111111111,4.4704,99221.227
2021/1/2 3:00 PM,21 °F,19 °F,93 %,E,10 mph,0 mph,29.31 in,0.0 in,Light Snow,-6.111111111111111,4.4704,99255.0909
2021/1/2 4:00 PM,21 °F,19 °F,93 %,ENE,3 mph,0 mph,29.35 in,0.0 in,Light Snow,-6.111111111111111,1.34112,99390.5465
2021/1/2 4:20 PM,21 °F,19 °F,93 %,NE,2 mph,0 mph,29.36 in,0.0 in,Cloudy,-6.111111111111111,0.89408,99424.4104
2021/1/2 5:00 PM,21 °F,19 °F,93 %,E,2 mph,0 mph,29.39 in,0.0 in,Light Snow,-6.111111111111111,0.89408,99526.0021
2021/1/2 5:46 PM,21 °F,19 °F,93 %,W,5 mph,0 mph,29.41 in,0.0 in,Light Snow,-6.111111111111111,2.2352,99593.72989999999
2021/1/2 6:00 PM,21 °F,19 °F,93 %,WNW,5 mph,0 mph,29.41 in,0.0 in,Light Snow,-6.111111111111111,2.2352,99593.72989999999
2021/1/2 7:00 PM,21 °F,19 °F,93 %,WSW,3 mph,0 mph,29.42 in,0.0 in,Cloudy,-6.111111111111111,1.34112,99627.5938
2021/1/2 7:15 PM,21 °F,19 °F,93 %,W,5 mph,0 mph,29.43 in,0.0 in,Cloudy,-6.111111111111111,2.2352,99661.4577
2021/1/2 8:00 PM,21 °F,19 °F,93 %,W,6 mph,0 mph,29.45 in,0.0 in,Cloudy,-6.111111111111111,2.68224,99729.18549999999
2021/1/2 8:40 PM,21 °F,19 °F,93 %,W,8 mph,0 mph,29.47 in,0.0 in,Light Snow,-6.111111111111111,3.57632,99796.91329999999
2021/1/2 9:00 PM,21 °F,19 °F,93 %,W,8 mph,0 mph,29.48 in,0.0 in,Light Snow,-6.111111111111111,3.57632,99830.7772
2021/1/2 9:30 PM,21 °F,19 °F,93 %,W,7 mph,0 mph,29.48 in,0.0 in,Light Snow,-6.111111111111111,3.12928,99830.7772
2021/1/2 10:00 PM,21 °F,19 °F,93 %,W,9 mph,0 mph,29.49 in,0.0 in,Light Snow,-6.111111111111111,4.02336,99864.6411
2021/1/2 11:00 PM,21 °F,19 °F,93 %,W,5 mph,0 mph,29.53 in,0.0 in,Light Snow,-6.111111111111111,2.2352,100000.0967
2021/1/2 12:00 AM,21 °F,19 °F,93 %,CALM,0 mph,0 mph,29.52 in,0.0 in,Light Snow,-6.111111111111111,0.0,99966.2328
2021/1/3 1:00 AM,21 °F,19 °F,93 %,NNW,2 mph,0 mph,29.53 in,0.0 in,Light Snow,-6.111111111111111,0.89408,100000.0967
2021/1/3 2:00 AM,21 °F,19 °F,93 %,CALM,0 mph,0 mph,29.54 in,0.0 in,Light Snow,-6.111111111111111,0.0,100033.96059999999
2021/1/3 3:00 AM,21 °F,19 °F,93 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Light Snow,-6.111111111111111,0.0,100101.6884
2021/1/3 4:00 AM,19 °F,19 °F,100 %,SSE,2 mph,0 mph,29.55 in,0.0 in,Light Snow,-7.222222222222222,0.89408,100067.8245
2021/1/3 4:39 AM,21 °F,19 °F,93 %,SE,3 mph,0 mph,29.55 in,0.0 in,Cloudy,-6.111111111111111,1.34112,100067.8245
2021/1/3 5:00 AM,21 °F,19 °F,93 %,ESE,3 mph,0 mph,29.54 in,0.0 in,Cloudy,-6.111111111111111,1.34112,100033.96059999999
2021/1/3 6:00 AM,21 °F,18 °F,86 %,E,3 mph,0 mph,29.55 in,0.0 in,Cloudy,-6.111111111111111,1.34112,100067.8245
2021/1/3 7:00 AM,21 °F,19 °F,93 %,E,2 mph,0 mph,29.54 in,0.0 in,Cloudy,-6.111111111111111,0.89408,100033.96059999999
2021/1/3 8:00 AM,21 °F,19 °F,93 %,SE,2 mph,0 mph,29.55 in,0.0 in,Cloudy,-6.111111111111111,0.89408,100067.8245
2021/1/3 9:00 AM,21 °F,18 °F,86 %,CALM,0 mph,0 mph,29.57 in,0.0 in,Mostly Cloudy,-6.111111111111111,0.0,100135.5523
2021/1/3 10:00 AM,21 °F,19 °F,93 %,SE,2 mph,0 mph,29.57 in,0.0 in,Mostly Cloudy,-6.111111111111111,0.89408,100135.5523
2021/1/3 11:00 AM,23 °F,18 °F,80 %,ENE,6 mph,0 mph,29.55 in,0.0 in,Fair,-5.0,2.68224,100067.8245
2021/1/3 12:00 PM,25 °F,16 °F,69 %,SSE,5 mph,0 mph,29.54 in,0.0 in,Fair,-3.888888888888889,2.2352,100033.96059999999
2021/1/3 1:00 PM,27 °F,18 °F,69 %,E,6 mph,0 mph,29.51 in,0.0 in,Fair,-2.7777777777777777,2.68224,99932.3689
2021/1/3 2:00 PM,27 °F,18 °F,69 %,E,9 mph,0 mph,29.48 in,0.0 in,Partly Cloudy,-2.7777777777777777,4.02336,99830.7772
2021/1/3 3:00 PM,25 °F,19 °F,80 %,E,8 mph,0 mph,29.46 in,0.0 in,Cloudy,-3.888888888888889,3.57632,99763.0494
2021/1/3 4:00 PM,25 °F,19 °F,80 %,E,12 mph,0 mph,29.44 in,0.0 in,Cloudy,-3.888888888888889,5.36448,99695.3216
2021/1/3 5:00 PM,23 °F,19 °F,86 %,E,13 mph,0 mph,29.41 in,0.0 in,Mostly Cloudy,-5.0,5.81152,99593.72989999999
2021/1/3 6:00 PM,23 °F,18 °F,80 %,E,12 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy,-5.0,5.36448,99559.866
2021/1/3 7:00 PM,21 °F,18 °F,86 %,E,13 mph,0 mph,29.41 in,0.0 in,Mostly Cloudy,-6.111111111111111,5.81152,99593.72989999999
2021/1/3 8:00 PM,19 °F,16 °F,86 %,E,9 mph,0 mph,29.42 in,0.0 in,Cloudy,-7.222222222222222,4.02336,99627.5938
2021/1/3 9:00 PM,21 °F,18 °F,86 %,ESE,8 mph,0 mph,29.43 in,0.0 in,Mostly Cloudy,-6.111111111111111,3.57632,99661.4577
2021/1/3 10:00 PM,12 °F,10 °F,92 %,S,3 mph,0 mph,29.44 in,0.0 in,Mostly Cloudy,-11.11111111111111,1.34112,99695.3216
2021/1/3 11:00 PM,10 °F,9 °F,92 %,W,7 mph,0 mph,29.45 in,0.0 in,Partly Cloudy,-12.222222222222221,3.12928,99729.18549999999
2021/1/3 12:00 AM,10 °F,9 °F,92 %,CALM,0 mph,0 mph,29.45 in,0.0 in,Mostly Cloudy,-12.222222222222221,0.0,99729.18549999999
2021/1/4 1:00 AM,9 °F,5 °F,85 %,SW,3 mph,0 mph,29.45 in,0.0 in,Mostly Cloudy,-12.777777777777779,1.34112,99729.18549999999
2021/1/4 2:00 AM,9 °F,5 °F,85 %,SSW,2 mph,0 mph,29.45 in,0.0 in,Mostly Cloudy,-12.777777777777779,0.89408,99729.18549999999
2021/1/4 3:00 AM,7 °F,5 °F,92 %,WSW,2 mph,0 mph,29.45 in,0.0 in,Mostly Cloudy,-13.88888888888889,0.89408,99729.18549999999
2021/1/4 4:00 AM,7 °F,3 °F,85 %,CALM,0 mph,0 mph,29.46 in,0.0 in,Mostly Cloudy,-13.88888888888889,0.0,99763.0494
2021/1/4 5:00 AM,7 °F,3 °F,85 %,CALM,0 mph,0 mph,29.46 in,0.0 in,Mostly Cloudy,-13.88888888888889,0.0,99763.0494
2021/1/4 5:27 AM,9 °F,7 °F,92 %,CALM,0 mph,0 mph,29.46 in,0.0 in,Mostly Cloudy,-12.777777777777779,0.0,99763.0494
2021/1/4 6:00 AM,12 °F,9 °F,85 %,SSW,3 mph,0 mph,29.47 in,0.0 in,Mostly Cloudy,-11.11111111111111,1.34112,99796.91329999999
2021/1/4 7:00 AM,14 °F,12 °F,93 %,SSW,2 mph,0 mph,29.48 in,0.0 in,Mostly Cloudy,-10.0,0.89408,99830.7772
2021/1/4 8:00 AM,14 °F,12 °F,93 %,CALM,0 mph,0 mph,29.49 in,0.0 in,Cloudy,-10.0,0.0,99864.6411
2021/1/4 9:00 AM,16 °F,14 °F,93 %,SE,2 mph,0 mph,29.51 in,0.0 in,Cloudy,-8.88888888888889,0.89408,99932.3689
2021/1/4 10:00 AM,18 °F,16 °F,93 %,E,3 mph,0 mph,29.52 in,0.0 in,Cloudy,-7.777777777777778,1.34112,99966.2328
2021/1/4 11:00 AM,19 °F,18 °F,93 %,E,3 mph,0 mph,29.52 in,0.0 in,Showers in the Vicinity,-7.222222222222222,1.34112,99966.2328
2021/1/4 12:00 PM,19 °F,18 °F,93 %,E,6 mph,0 mph,29.51 in,0.0 in,Mist,-7.222222222222222,2.68224,99932.3689
2021/1/4 1:00 PM,19 °F,18 °F,93 %,E,6 mph,0 mph,29.48 in,0.0 in,Cloudy,-7.222222222222222,2.68224,99830.7772
2021/1/4 2:00 PM,19 °F,18 °F,93 %,ENE,3 mph,0 mph,29.47 in,0.0 in,Cloudy,-7.222222222222222,1.34112,99796.91329999999
2021/1/4 3:00 PM,21 °F,18 °F,86 %,E,2 mph,0 mph,29.47 in,0.0 in,Cloudy,-6.111111111111111,0.89408,99796.91329999999
2021/1/4 4:00 PM,23 °F,19 °F,86 %,ENE,3 mph,0 mph,29.48 in,0.0 in,Cloudy,-5.0,1.34112,99830.7772
2021/1/4 5:00 PM,23 °F,19 °F,86 %,E,5 mph,0 mph,29.48 in,0.0 in,Cloudy,-5.0,2.2352,99830.7772
2021/1/4 6:00 PM,23 °F,21 °F,93 %,E,7 mph,0 mph,29.49 in,0.0 in,Cloudy,-5.0,3.12928,99864.6411
2021/1/4 7:00 PM,23 °F,21 °F,93 %,ESE,8 mph,0 mph,29.49 in,0.0 in,Cloudy,-5.0,3.57632,99864.6411
2021/1/4 8:00 PM,23 °F,21 °F,93 %,ESE,6 mph,0 mph,29.50 in,0.0 in,Cloudy,-5.0,2.68224,99898.50499999999
2021/1/4 9:00 PM,23 °F,21 °F,93 %,E,8 mph,0 mph,29.49 in,0.0 in,Cloudy,-5.0,3.57632,99864.6411
2021/1/4 10:00 PM,23 °F,19 °F,86 %,ESE,7 mph,0 mph,29.49 in,0.0 in,Cloudy,-5.0,3.12928,99864.6411
2021/1/4 11:00 PM,23 °F,21 °F,93 %,ESE,10 mph,0 mph,29.48 in,0.0 in,Cloudy,-5.0,4.4704,99830.7772
2021/1/4 12:00 AM,23 °F,21 °F,93 %,ESE,9 mph,0 mph,29.48 in,0.0 in,Cloudy,-5.0,4.02336,99830.7772
2021/1/5 1:00 AM,23 °F,19 °F,86 %,E,12 mph,0 mph,29.48 in,0.0 in,Cloudy,-5.0,5.36448,99830.7772
2021/1/5 2:00 AM,23 °F,19 °F,86 %,E,12 mph,0 mph,29.48 in,0.0 in,Cloudy,-5.0,5.36448,99830.7772
2021/1/5 3:00 AM,23 °F,19 °F,86 %,E,7 mph,0 mph,29.50 in,0.0 in,Cloudy,-5.0,3.12928,99898.50499999999
2021/1/5 4:00 AM,23 °F,19 °F,86 %,E,9 mph,0 mph,29.51 in,0.0 in,Cloudy,-5.0,4.02336,99932.3689
2021/1/5 5:00 AM,23 °F,19 °F,86 %,E,9 mph,0 mph,29.51 in,0.0 in,Cloudy,-5.0,4.02336,99932.3689
2021/1/5 6:00 AM,23 °F,19 °F,86 %,ESE,9 mph,0 mph,29.52 in,0.0 in,Cloudy,-5.0,4.02336,99966.2328
2021/1/5 7:00 AM,23 °F,19 °F,86 %,ESE,13 mph,0 mph,29.53 in,0.0 in,Cloudy,-5.0,5.81152,100000.0967
2021/1/5 8:00 AM,23 °F,19 °F,86 %,ESE,12 mph,0 mph,29.53 in,0.0 in,Cloudy,-5.0,5.36448,100000.0967
2021/1/5 9:00 AM,23 °F,19 °F,86 %,ESE,10 mph,0 mph,29.53 in,0.0 in,Cloudy,-5.0,4.4704,100000.0967
2021/1/5 10:00 AM,23 °F,19 °F,86 %,ESE,10 mph,17 mph,29.54 in,0.0 in,Cloudy,-5.0,4.4704,100033.96059999999
2021/1/5 11:00 AM,23 °F,21 °F,93 %,E,13 mph,18 mph,29.54 in,0.0 in,Cloudy,-5.0,5.81152,100033.96059999999
2021/1/5 12:00 PM,25 °F,21 °F,86 %,ESE,14 mph,0 mph,29.52 in,0.0 in,Cloudy,-3.888888888888889,6.25856,99966.2328
2021/1/5 1:00 PM,25 °F,21 °F,86 %,ESE,14 mph,0 mph,29.51 in,0.0 in,Cloudy,-3.888888888888889,6.25856,99932.3689
2021/1/5 2:00 PM,25 °F,21 °F,86 %,E,12 mph,0 mph,29.51 in,0.0 in,Cloudy,-3.888888888888889,5.36448,99932.3689
2021/1/5 3:00 PM,27 °F,21 °F,80 %,E,10 mph,0 mph,29.51 in,0.0 in,Cloudy,-2.7777777777777777,4.4704,99932.3689
2021/1/5 4:00 PM,27 °F,21 °F,80 %,ESE,8 mph,0 mph,29.52 in,0.0 in,Cloudy,-2.7777777777777777,3.57632,99966.2328
2021/1/5 5:00 PM,25 °F,21 °F,86 %,ESE,7 mph,0 mph,29.53 in,0.0 in,Cloudy,-3.888888888888889,3.12928,100000.0967
2021/1/5 6:00 PM,25 °F,21 °F,86 %,ESE,9 mph,0 mph,29.53 in,0.0 in,Cloudy,-3.888888888888889,4.02336,100000.0967
2021/1/5 7:00 PM,25 °F,21 °F,86 %,ESE,7 mph,0 mph,29.54 in,0.0 in,Cloudy,-3.888888888888889,3.12928,100033.96059999999
2021/1/5 8:00 PM,25 °F,21 °F,86 %,SE,8 mph,0 mph,29.54 in,0.0 in,Cloudy,-3.888888888888889,3.57632,100033.96059999999
2021/1/5 9:00 PM,25 °F,21 °F,86 %,ESE,8 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy,-3.888888888888889,3.57632,100033.96059999999
2021/1/5 10:00 PM,25 °F,21 °F,86 %,SE,5 mph,0 mph,29.54 in,0.0 in,Cloudy,-3.888888888888889,2.2352,100033.96059999999
2021/1/5 11:00 PM,25 °F,21 °F,86 %,ESE,5 mph,0 mph,29.52 in,0.0 in,Cloudy,-3.888888888888889,2.2352,99966.2328
2021/1/5 12:00 AM,23 °F,21 °F,93 %,N,5 mph,0 mph,29.52 in,0.0 in,Cloudy,-5.0,2.2352,99966.2328
2021/1/6 1:00 AM,23 °F,21 °F,93 %,CALM,0 mph,0 mph,29.51 in,0.0 in,Cloudy,-5.0,0.0,99932.3689
2021/1/6 2:00 AM,23 °F,21 °F,93 %,WNW,2 mph,0 mph,29.51 in,0.0 in,Cloudy,-5.0,0.89408,99932.3689
2021/1/6 3:00 AM,23 °F,21 °F,93 %,W,5 mph,0 mph,29.52 in,0.0 in,Cloudy,-5.0,2.2352,99966.2328
2021/1/6 4:00 AM,23 °F,19 °F,86 %,W,5 mph,0 mph,29.51 in,0.0 in,Cloudy,-5.0,2.2352,99932.3689
2021/1/6 5:00 AM,23 °F,19 °F,86 %,WNW,6 mph,0 mph,29.52 in,0.0 in,Cloudy,-5.0,2.68224,99966.2328
2021/1/6 6:00 AM,23 °F,19 °F,86 %,WNW,5 mph,0 mph,29.52 in,0.0 in,Cloudy,-5.0,2.2352,99966.2328
2021/1/6 7:00 AM,23 °F,19 °F,86 %,WNW,8 mph,0 mph,29.52 in,0.0 in,Cloudy,-5.0,3.57632,99966.2328
2021/1/6 8:00 AM,23 °F,19 °F,86 %,W,9 mph,0 mph,29.54 in,0.0 in,Cloudy,-5.0,4.02336,100033.96059999999
2021/1/6 9:00 AM,21 °F,18 °F,86 %,WNW,7 mph,0 mph,29.56 in,0.0 in,Cloudy,-6.111111111111111,3.12928,100101.6884
2021/1/6 10:00 AM,21 °F,18 °F,86 %,WNW,10 mph,0 mph,29.57 in,0.0 in,Cloudy,-6.111111111111111,4.4704,100135.5523
2021/1/6 11:00 AM,21 °F,18 °F,86 %,WNW,12 mph,0 mph,29.56 in,0.0 in,Cloudy,-6.111111111111111,5.36448,100101.6884
2021/1/6 12:00 PM,21 °F,19 °F,93 %,W,12 mph,0 mph,29.53 in,0.0 in,Cloudy,-6.111111111111111,5.36448,100000.0967
2021/1/6 1:00 PM,21 °F,18 °F,86 %,W,10 mph,0 mph,29.52 in,0.0 in,Cloudy,-6.111111111111111,4.4704,99966.2328
2021/1/6 2:00 PM,21 °F,16 °F,80 %,WNW,12 mph,0 mph,29.52 in,0.0 in,Mostly Cloudy,-6.111111111111111,5.36448,99966.2328
2021/1/6 3:00 PM,23 °F,14 °F,68 %,W,12 mph,0 mph,29.52 in,0.0 in,Partly Cloudy,-5.0,5.36448,99966.2328
2021/1/6 4:00 PM,23 °F,14 °F,68 %,W,10 mph,0 mph,29.53 in,0.0 in,Partly Cloudy,-5.0,4.4704,100000.0967
2021/1/6 5:00 PM,21 °F,14 °F,74 %,WSW,9 mph,0 mph,29.54 in,0.0 in,Partly Cloudy,-6.111111111111111,4.02336,100033.96059999999
2021/1/6 6:00 PM,19 °F,14 °F,80 %,WSW,12 mph,0 mph,29.55 in,0.0 in,Fair,-7.222222222222222,5.36448,100067.8245
2021/1/6 7:00 PM,19 °F,16 °F,86 %,W,15 mph,0 mph,29.57 in,0.0 in,Fair,-7.222222222222222,6.7056,100135.5523
2021/1/6 8:00 PM,19 °F,16 °F,86 %,W,14 mph,20 mph,29.57 in,0.0 in,Fair,-7.222222222222222,6.25856,100135.5523
2021/1/6 9:00 PM,18 °F,14 °F,86 %,W,15 mph,0 mph,29.57 in,0.0 in,Fair,-7.777777777777778,6.7056,100135.5523
2021/1/6 10:00 PM,18 °F,14 °F,86 %,W,14 mph,0 mph,29.57 in,0.0 in,Fair,-7.777777777777778,6.25856,100135.5523
2021/1/6 11:00 PM,16 °F,14 °F,93 %,W,14 mph,0 mph,29.57 in,0.0 in,Partly Cloudy,-8.88888888888889,6.25856,100135.5523
2021/1/6 12:00 AM,16 °F,12 °F,86 %,W,13 mph,0 mph,29.57 in,0.0 in,Partly Cloudy,-8.88888888888889,5.81152,100135.5523
2021/1/7 1:00 AM,16 °F,12 °F,86 %,W,12 mph,0 mph,29.57 in,0.0 in,Partly Cloudy,-8.88888888888889,5.36448,100135.5523
2021/1/7 2:00 AM,14 °F,12 °F,93 %,W,12 mph,0 mph,29.58 in,0.0 in,Partly Cloudy,-10.0,5.36448,100169.41619999999
2021/1/7 3:00 AM,14 °F,12 °F,93 %,W,10 mph,0 mph,29.60 in,0.0 in,Fair,-10.0,4.4704,100237.144
2021/1/7 4:00 AM,14 °F,10 °F,86 %,W,12 mph,0 mph,29.60 in,0.0 in,Fair,-10.0,5.36448,100237.144
2021/1/7 5:00 AM,14 °F,10 °F,86 %,W,13 mph,0 mph,29.61 in,0.0 in,Fair,-10.0,5.81152,100271.0079
2021/1/7 6:00 AM,14 °F,10 °F,86 %,W,13 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,-10.0,5.81152,100304.8718
2021/1/7 6:31 AM,14 °F,10 °F,86 %,W,12 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,-10.0,5.36448,100304.8718
2021/1/7 7:00 AM,14 °F,12 °F,93 %,W,10 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,-10.0,4.4704,100304.8718
2021/1/7 8:00 AM,18 °F,14 °F,86 %,W,10 mph,0 mph,29.64 in,0.0 in,Mostly Cloudy,-7.777777777777778,4.4704,100372.5996
2021/1/7 9:00 AM,18 °F,14 °F,86 %,W,12 mph,0 mph,29.64 in,0.0 in,Mostly Cloudy,-7.777777777777778,5.36448,100372.5996
2021/1/7 10:00 AM,19 °F,16 °F,86 %,W,12 mph,0 mph,29.64 in,0.0 in,Cloudy,-7.222222222222222,5.36448,100372.5996
2021/1/7 11:00 AM,21 °F,18 °F,86 %,WNW,14 mph,0 mph,29.63 in,0.0 in,Cloudy,-6.111111111111111,6.25856,100338.73569999999
2021/1/7 12:00 PM,23 °F,18 °F,80 %,W,14 mph,0 mph,29.62 in,0.0 in,Cloudy,-5.0,6.25856,100304.8718
2021/1/7 1:00 PM,23 °F,18 °F,80 %,WNW,16 mph,0 mph,29.60 in,0.0 in,Cloudy,-5.0,7.15264,100237.144
2021/1/7 2:00 PM,23 °F,18 °F,80 %,WNW,14 mph,0 mph,29.59 in,0.0 in,Cloudy,-5.0,6.25856,100203.28009999999
2021/1/7 3:00 PM,23 °F,18 °F,80 %,WNW,13 mph,18 mph,29.59 in,0.0 in,Cloudy,-5.0,5.81152,100203.28009999999
2021/1/7 3:34 PM,23 °F,18 °F,80 %,WNW,13 mph,0 mph,29.59 in,0.0 in,Light Snow Shower,-5.0,5.81152,100203.28009999999
2021/1/7 4:00 PM,23 °F,19 °F,86 %,WNW,15 mph,0 mph,29.59 in,0.0 in,Light Snow Shower,-5.0,6.7056,100203.28009999999
